3572	14731
287	6105
2195	6439
14038	14033
11995	19386
5104	6966
481	11722
256	13115
18218	18217
10915	17678
2595	20712
1511	11102
2107	15920
1737	20845
948	5824
538	18140
3104	10273
59	6439
247	10068
1460	10302
906	14531
102	19995
8	8041
1199	20933
1415	3728
3844	20651
3533	17831
7742	16330
1164	14105
1167	9976
76	3654
261	6476
4675	4661
256	7389
1265	9485
2732	15138
2924	20601
1698	6187
5454	5659
131	13848
1849	14669
3021	3461
1156	10202
5151	10832
12552	12553
1666	17024
7193	7190
100	14679
3051	18712
1694	14311
7709	7779
2415	3520
104	17761
1794	17856
242	2245
601	17795
595	8715
1240	14092
4376	11014
644	3474
1012	13020
1666	14779
609	1542
118	6486
325	9835
1519	10604
524	523
7588	17945
1519	6703
109	15484
2054	7992
78	2742
142	18592
17944	17943
1135	11851
4729	13618
6	15604
3761	9287
755	5282
552	14870
906	15906
918	18312
4729	5692
2986	19483
2502	16614
1139	15041
299	20556
1163	20760
1409	1407
2354	7391
14464	14462
2262	20585
3238	5682
1255	18338
6	13059
16787	16788
2509	5372
10187	18546
1997	2955
2021	11201
2002	9437
327	10316
5479	5473
13767	13766
9621	14327
9335	18443
1171	2390
122	18420
149	20640
33	7828
92	7968
1418	12236
337	17463
2213	17001
1755	7669
282	18260
1444	3240
21056	21054
245	7705
8663	8659
136	10338
2184	15572
120	18592
1157	6158
980	6158
3516	3514
1139	18551
113	18551
1191	5071
830	17764
2547	2911
1115	10935
1740	16659
59	9880
1715	6203
1818	13983
1646	9025
7172	9367
1460	16387
5460	10787
1016	1625
3055	10795
11263	11260
1942	14593
4053	6281
2219	13954
1850	19995
3361	8985
5652	5633
1998	13606
2049	13564
266	14807
1163	8626
6	13067
1257	6305
2014	16563
609	20624
4662	4661
1473	9803
1997	9206
210	20900
3786	3796
1778	9983
67	11601
143	15572
1260	16725
2638	16856
694	18886
1366	5960
1479	14779
6618	13288
1602	13585
1377	15555
6459	11835
20	15215
609	2079
1366	10871
11891	11892
5000	9982
96	19895
130	20424
1658	9948
4352	9597
8406	11940
33	19280
2019	8760
80	9360
11983	14659
312	18638
1602	3826
1205	12364
613	6394
142	2911
269	12633
1034	20051
313	9171
8905	20311
603	7968
1031	1113
3203	18137
115	9673
533	16469
1737	6842
2493	10739
1013	15770
76	10326
3051	18716
6618	8282
6679	6668
5161	11964
3168	20834
178	21095
6338	16891
2168	11070
3077	3057
943	19528
1026	13150
1415	9631
755	12692
2670	11389
2639	6518
2686	16496
1973	1963
1497	13286
2022	5672
325	9597
1218	17744
1884	15035
104	20622
1153	10126
1224	13290
3573	18268
4249	11969
1067	7705
948	9493
1987	13810
3754	6433
33	11577
1818	18133
3424	14969
316	12543
2902	17417
976	17754
755	19455
84	20569
4641	13998
1135	17849
6901	10898
104	5071
1860	17068
12026	14531
593	8546
1285	13546
325	15168
2493	12485
4993	14021
1052	17981
613	20426
4233	19954
2499	12871
2595	13586
348	15239
20855	20853
1333	19113
1317	11786
1023	8546
1001	9477
15639	15634
1596	17345
8	10397
1358	16768
4718	20375
1450	6456
1772	15818
2168	16401
1806	20242
76	9451
6148	11819
1206	16175
95	14254
5727	15200
3031	11480
4671	15634
104	16455
83	12730
1521	14799
76	7053
20	13376
1182	21093
1546	11792
4218	10834
3257	18249
948	5521
1347	14566
1798	18318
1274	20172
67	14910
1772	19498
636	1485
7758	7739
22	10418
1544	10447
1482	7183
4075	10244
1045	18695
337	14881
7432	17517
4235	4234
101	12882
8132	18645
2346	18051
1135	17667
7664	20542
95	15243
1265	20875
1794	16456
2599	17095
1157	10637
3836	17574
1565	17783
1065	1011
2544	10284
197	15068
1519	14026
22	7853
611	15848
292	9025
7465	7455
3567	15734
1966	7600
1260	11642
2680	12373
9654	9658
30	12364
3366	8979
116	18058
3325	3316
16579	16586
600	7705
123	15518
1530	18663
10948	11487
481	18568
2941	8113
2493	12401
5748	18568
1632	7880
152	16725
4657	7240
1055	11947
286	2231
290	18318
12362	12347
3168	6036
3881	12931
1787	9120
1012	16602
2069	10844
1182	1152
122	17813
7975	12321
975	974
10567	10565
1075	11947
12731	12730
609	14243
5615	8863
3626	12371
8759	13309
292	20289
95	17696
1386	11681
14	13059
1021	13350
3155	14510
609	16393
1682	13954
4012	13998
1801	7190
6226	15598
6421	6476
2716	10515
6475	11664
4489	14408
415	11596
1415	15776
3320	12075
1418	15611
5260	12793
1435	4156
16281	16279
4371	4368
4441	4435
97	8012
194	11775
2234	13728
1044	15021
11550	16465
4747	15220
2599	10767
1592	14807
256	7300
613	7402
3372	15765
1155	16849
18	16465
7738	9673
4508	4805
81	10099
17081	17079
206	6722
12712	12713
2461	17369
1248	17008
2315	8065
33	13591
1850	17795
2278	2275
13439	13437
97	20528
3138	9360
4875	13725
348	15695
1811	13575
3115	3114
5769	17856
2369	8636
1871	15832
3223	5873
990	974
4309	4305
1939	10505
5400	8410
1730	1707
1175	15139
609	5880
5747	5740
2053	9171
4252	19977
1565	13110
6489	7739
1037	15148
36	5980
1077	13437
7656	19880
1579	17450
1260	11056
4471	14986
4290	4289
74	8667
1444	12204
755	8064
1958	12931
1674	9331
104	8012
2116	17421
6164	8577
19259	19258
67	11207
1206	13848
7513	7512
2253	7655
1471	13577
10910	16659
1843	18685
3507	12582
943	14784
4041	6055
1006	19890
655	10304
6556	12023
1166	14440
3131	18633
611	18458
1155	6158
3808	16870
1540	1535
3790	3789
300	13576
10782	14378
14824	14822
1911	17744
287	10138
642	1485
2789	16390
5091	5071
131	18548
3858	3852
5806	5829
15203	15204
36	18142
1772	14689
201	10937
1191	1152
2499	15142
998	13341
5159	20124
6873	19287
948	3260
95	8108
877	4812
1216	10494
13070	13067
285	12401
1249	13585
6	16454
2235	18553
95	21093
8673	8667
3764	3759
636	18690
2928	17795
2019	17229
1976	7139
3585	11568
106	19982
4714	4693
1829	20715
824	9483
7632	7628
1265	18562
3477	12757
284	13336
19899	19897
1790	12347
1578	10515
2006	10366
2342	13577
205	16485
2054	18009
1761	9025
3856	3852
3525	7625
20	10587
327	5592
2019	13050
7246	13535
84	17259
282	17594
938	17476
1155	15259
3196	15538
2047	17510
3585	18140
8362	8358
6196	15634
636	18355
3364	13639
1216	1210
318	17800
59	15875
2769	10555
2491	20863
299	13207
1739	16605
661	1233
81	18045
336	17737
15909	15906
2991	15154
4658	4659
67	15596
609	17562
2508	13339
2368	18455
1256	17489
20	13542
971	17082
13832	17128
2020	13490
81	18318
7612	7600
19428	19419
1104	15170
527	15832
1584	12401
9789	14840
95	16643
1486	17013
19501	19498
2219	12312
7884	7883
1475	14776
975	18096
2540	15906
3155	17649
4235	11568
82	12575
15025	15024
138	6387
194	20872
6844	6842
2713	2682
2025	14741
220	9079
81	12217
1273	13104
112	15400
2444	8119
14680	14679
1855	14669
1457	17537
3637	12371
1023	20705
1713	17405
845	12292
9480	21093
4470	9123
164	9187
1265	13585
59	8119
11400	20721
6	10840
106	16768
84	17921
3021	14811
14346	14345
4965	15542
8547	8546
219	12401
1809	7917
5778	8467
1384	13584
1370	18562
2503	16472
3123	17352
2000	10338
16229	16228
5073	7669
1352	14544
20	16512
2564	6476
1807	5855
2990	4247
263	17636
1179	21054
636	18418
59	2911
7726	7779
971	19164
2502	15523
246	8342
3102	15449
2345	10447
13822	18039
9725	20149
316	17739
1884	18644
3196	20266
3423	10611
13441	13437
253	4982
1803	17882
2925	2911
138	7111
1206	7917
287	10484
1380	13137
75	11575
1358	11851
12841	14370
1030	15068
84	16939
4053	18568
5092	7669
637	14281
298	11921
3954	15031
5230	18125
17711	17710
271	10358
142	20421
210	8870
335	7066
1498	13289
3026	14290
4837	10957
655	11097
611	19895
7787	8410
642	10591
3624	11554
2019	12266
3692	20803
3705	15268
7698	18756
4798	17139
84	10515
1457	11613
219	9180
244	9232
1255	7558
993	13584
9765	9761
14364	14363
287	18691
642	18355
6553	20243
4943	20688
3045	14156
1301	18739
1698	12321
58	11786
1289	10990
263	5282
15740	15741
622	18092
1472	2877
6093	6089
198	8461
22	10419
6633	15041
1806	7019
8792	11487
1456	15041
5577	7938
233	20688
249	10068
36	20375
1809	13337
106	6690
2651	4599
81	7404
8286	8282
590	17149
2878	7053
256	20180
2419	18355
8411	21077
612	6019
242	10273
1471	6439
3640	14799
41	18623
4308	14489
8156	17900
425	19127
137	18732
13293	17036
326	20678
8827	8825
67	6281
33	5852
642	10025
1155	13326
976	15848
613	7288
1467	15067
1997	13587
7448	13350
14565	15228
4866	19462
81	20622
975	20738
96	16496
971	11551
1367	10421
13495	13490
13740	13859
1023	14689
3189	3190
1776	7402
210	15415
15255	15254
97	14108
14	6203
45	9053
901	14731
3575	16757
1730	17485
1415	9296
1164	9983
4377	4368
642	8533
3827	16496
789	10534
5560	20901
92	11875
299	14669
8129	9240
918	8232
1276	17611
2021	12654
22	9127
1251	9287
1674	9563
15815	15806
1207	3445
1058	20475
533	7618
1415	17362
2359	19897
226	2443
1377	11886
1705	16151
1346	7894
8341	13653
1832	7038
4	16877
6901	6900
2508	11751
3023	18021
8567	9451
901	10267
7141	7139
76	2650
97	11956
11540	14910
97	17259
348	16390
6074	6071
92	20952
11279	11271
1522	17083
11090	11089
18118	18115
81	15555
642	9425
1139	16723
2165	18686
2019	16080
2065	18624
1786	14150
4914	14635
612	18029
1735	18068
8000	7999
1669	8809
1857	12401
196	8770
1147	13753
1010	13980
2353	14524
1289	20998
2371	4148
112	14691
1932	18144
10151	16953
824	12333
1015	13075
18195	18255
1980	21098
13062	19254
789	8185
325	9976
124	14691
111	15770
4862	4855
995	17922
285	20895
5846	7655
255	19792
313	20516
5286	12401
1899	11398
2461	11709
271	14092
986	13405
2116	10031
1808	14969
1415	11121
1787	16080
1164	15282
3233	15624
1713	5541
546	18249
2360	18224
4222	10767
61	2621
1206	20952
4769	4768
3346	3338
2163	11605
14639	14637
15978	15977
112	12501
2591	13590
80	4360
999	15142
125	10454
111	20242
1545	13207
1215	6476
2964	6216
1423	6295
199	21077
33	7105
137	8747
3359	10271
3526	17764
3711	6819
1071	15021
6217	18051
973	2682
12877	12871
8872	15268
312	13725
9438	16435
1735	10338
623	592
4355	14859
4604	4599
636	1152
2858	19777
1022	19166
316	15515
613	4435
1201	12871
16978	16977
4807	13457
7684	7779
17539	17537
150	20528
2638	13289
22	8016
1770	13666
1151	20516
3835	16330
2855	18315
2058	2051
5413	5399
1415	16080
13410	17517
2502	12065
2074	7288
10278	10273
1881	14544
1295	15170
1107	17611
7301	14011
3937	3935
1575	11091
2106	19561
5202	5210
8222	8221
2750	17702
2502	4855
3771	3759
120	15572
1451	11835
325	8342
1464	15347
2056	2752
141	13405
8675	9427
3690	9631
1782	11921
3823	14412
4059	7894
1511	11101
1856	13859
2147	14574
2369	18423
6885	20083
1606	18009
1076	16485
1782	18020
95	6009
1265	2884
3024	3015
3191	17055
2924	9720
871	13028
5563	15247
1199	8410
1848	2960
2274	7157
1351	7974
2426	10787
1000	18739
1633	16376
1548	17417
906	4693
2795	10476
2645	16859
1257	13576
1515	13912
4710	4693
1632	11396
1425	17858
1939	12401
425	17362
4376	18611
1680	8392
2017	13296
2420	11014
12345	12344
124	8070
7912	12312
2322	15308
7293	14684
5016	14108
1199	14274
1640	6130
642	18729
1843	5980
3466	9206
6174	20542
5006	5005
1563	13496
115	18058
1593	17562
3054	17744
1303	13376
263	19368
316	9014
1543	19832
2499	11070
789	9655
919	6335
15	20324
94	77
3910	18156
7771	7779
2252	15241
2178	17448
932	933
81	9188
1558	12092
2215	11892
5985	7053
12578	15634
15795	15793
6	2280
2328	17929
84	20241
1982	14199
2228	2227
1812	6295
2130	17702
19377	19376
527	13577
9433	9429
244	17882
596	3486
1184	14969
3317	18688
642	18635
84	15770
1065	12364
348	18441
1158	7113
3979	17882
1347	20898
13276	21097
1795	2051
2021	11014
5741	13086
4323	10537
86	15329
601	6722
2638	16151
6678	14113
782	6244
1015	14524
13454	13453
1417	10515
9580	18668
8511	8510
4873	5053
15	3975
8192	16175
214	20640
1347	8119
7782	8546
1998	9477
613	11487
1460	9312
13892	13893
1807	9604
5218	5221
5981	20165
210	17557
1911	11681
1257	16401
81	13660
975	18633
611	8113
1007	18624
11041	11039
1153	16452
2912	19944
4458	8659
2213	14199
611	12886
1523	13577
4146	4145
806	18686
2727	20148
636	12501
2371	18865
3	6773
1666	8934
598	8381
290	20895
1423	9566
9303	9326
612	13626
261	17997
1567	10800
610	592
1365	13604
48	2621
1365	3486
116	17900
1774	1736
271	6400
789	8977
6459	10488
1006	11786
3039	17838
15	9963
13784	13782
611	4749
263	5596
9502	11681
1106	17013
645	17703
67	19977
7789	20688
2156	20185
1135	8332
943	8544
4376	16614
1635	16901
0	5940
3475	3474
1854	12401
2591	13626
2673	14790
1769	14302
3642	9167
1773	11897
106	7877
1465	12808
19	5980
1278	20399
102	19895
